soldier, worker 
worker, worker 
soldier, caretaker 
worker, caretaker 
harvester, worker 
harvester, worker 
caretaker, caretaker 
worker, caretaker 
harvester, worker 
harvester, caretaker 
caretaker, harvester 
worker, harvester 
soldier, worker 
harvester, harvester 
worker, soldier 
worker, harvester 
harvester, soldier 
soldier, soldier 
caretaker, worker 
soldier, worker 
harvester, harvester 
soldier, caretaker 
harvester, worker 
harvester, soldier 
worker, worker 
worker, caretaker 
worker, worker 
caretaker, soldier 
worker, worker 
caretaker, harvester 
caretaker, worker 
soldier, harvester 
worker, harvester 
worker, worker 
worker, caretaker 
soldier, worker 
harvester, caretaker 
worker, soldier 
caretaker, harvester 
harvester, soldier 
harvester, soldier 
soldier, worker 
worker, soldier 
soldier, harvester 
worker, worker 
harvester, harvester 
worker, worker 
harvester, worker 
harvester, harvester 
caretaker, caretaker 
soldier, harvester 
worker, harvester 
worker, worker 
worker, harvester 
soldier, soldier 
worker, worker 
harvester, harvester 
worker, worker 
soldier, caretaker 
soldier, worker 
caretaker, soldier 
soldier, worker 
harvester, worker 
soldier, caretaker 
worker, worker 
harvester, harvester 
soldier, caretaker 
caretaker, soldier 
harvester, soldier 
worker, worker 
soldier, worker 
harvester, worker 
caretaker, soldier 
soldier, caretaker 
caretaker, soldier 
harvester, soldier 
harvester, soldier 
worker, soldier 
soldier, harvester 
worker, harvester 
worker, worker 
caretaker, caretaker 
worker, harvester 
soldier, caretaker 
soldier, harvester 
soldier, soldier 
worker, soldier 
caretaker, worker 
worker, worker 
worker, soldier 
harvester, worker 
soldier, worker 
harvester, harvester 
harvester, soldier 
caretaker, harvester 
harvester, worker 
soldier, soldier 
harvester, soldier 
worker, soldier 
worker, worker 
worker, worker 
harvester, worker 
harvester, worker 
worker, worker 
worker, worker 
worker, worker 
worker, soldier 
soldier, harvester 
soldier, harvester 
caretaker, harvester 
soldier, harvester 
harvester, harvester 
soldier, harvester 
worker, soldier 
harvester, soldier 
soldier, worker 
worker, harvester 
worker, worker 
worker, harvester 
caretaker, worker 
caretaker, worker 
worker, soldier 
harvester, caretaker 
caretaker, worker 
soldier, caretaker 
caretaker, caretaker 
soldier, harvester 
soldier, worker 
caretaker, worker 
harvester, worker 
soldier, caretaker 
worker, soldier 
worker, harvester 
worker, worker 
harvester, worker 
soldier, caretaker 
harvester, worker 
caretaker, caretaker 
caretaker, caretaker 
harvester, harvester 
worker, worker 
caretaker, soldier 
worker, worker 
harvester, worker 
harvester, worker 
soldier, worker 
caretaker, worker 
worker, harvester 
harvester, worker 
harvester, caretaker 
harvester, caretaker 
caretaker, worker 
soldier, worker 
soldier, worker 
soldier, worker 
worker, harvester 
worker, caretaker 
caretaker, caretaker 
caretaker, worker 
caretaker, worker 
caretaker, harvester 
caretaker, caretaker 
caretaker, harvester 
worker, worker 
worker, soldier 
soldier, caretaker 
harvester, worker 
harvester, soldier 
harvester, soldier 
soldier, harvester 
caretaker, harvester 
worker, soldier 
caretaker, harvester 
soldier, soldier 
caretaker, worker 
soldier, harvester 
harvester, harvester 
worker, caretaker 
caretaker, worker 
worker, worker 
worker, soldier 
caretaker, harvester 
soldier, worker 
harvester, harvester 
worker, worker 
caretaker, worker 
harvester, worker 
worker, soldier 
soldier, harvester 
worker, soldier 
worker, caretaker 
caretaker, harvester 
caretaker, caretaker 
caretaker, caretaker 
soldier, soldier 
soldier, soldier 
caretaker, worker 
harvester, caretaker 
worker, soldier 
caretaker, caretaker 
worker, caretaker 
soldier, harvester 
caretaker, caretaker 
harvester, worker 
harvester, worker 
worker, caretaker 
soldier, harvester 
worker, harvester 
soldier, harvester 
worker, harvester 
worker, caretaker 
caretaker, harvester 
caretaker, caretaker 
soldier, soldier 
caretaker, caretaker 
caretaker, harvester 
soldier, caretaker 
worker, harvester 
soldier, soldier 
soldier, worker 
harvester, soldier 
harvester, worker 
harvester, harvester 
soldier, worker 
worker, worker 
worker, soldier 
worker, worker 
caretaker, soldier 
harvester, soldier 
caretaker, soldier 
soldier, caretaker 
soldier, soldier 
soldier, worker 
harvester, worker 
worker, caretaker 
harvester, worker 
worker, soldier 
soldier, worker 
worker, worker 
caretaker, caretaker 
soldier, worker 
caretaker, worker 
soldier, worker 
soldier, soldier 
worker, worker 
worker, caretaker 
caretaker, soldier 
caretaker, soldier 
worker, soldier 
worker, caretaker 
worker, worker 
worker, harvester 
harvester, caretaker 
harvester, worker 
caretaker, worker 
harvester, harvester 
harvester, harvester 
soldier, harvester 
worker, worker 
soldier, harvester 
worker, harvester 
soldier, worker 
worker, soldier 
caretaker, soldier 
harvester, soldier 
caretaker, harvester 
harvester, harvester 
soldier, worker 
caretaker, worker 
soldier, soldier 
caretaker, worker 
worker, harvester 
worker, worker 
harvester, soldier 
soldier, caretaker 
worker, worker 
worker, harvester 
worker, caretaker 
harvester, worker 
soldier, soldier 
soldier, caretaker 
worker, harvester 
harvester, soldier 
worker, harvester 
soldier, worker 
caretaker, worker 
worker, worker 
harvester, caretaker 
worker, worker 
worker, worker 
caretaker, harvester 
soldier, caretaker 
harvester, worker 
caretaker, harvester 
soldier, worker 
caretaker, worker 
harvester, worker 
soldier, harvester 
caretaker, worker 
caretaker, caretaker 
worker, harvester 
worker, worker 
soldier, worker 
soldier, soldier 
soldier, caretaker 
harvester, worker 
soldier, harvester 
caretaker, worker 
worker, soldier 
worker, harvester 
worker, caretaker 
harvester, worker 
worker, harvester 
harvester, soldier 
harvester, harvester 
worker, soldier 
caretaker, worker 
harvester, soldier 
worker, harvester 
soldier, worker 
harvester, soldier 
soldier, harvester 
worker, harvester 
soldier, worker 
caretaker, caretaker 
harvester, worker 
soldier, caretaker 
harvester, soldier 
worker, caretaker 
caretaker, soldier 
soldier, soldier 
worker, caretaker 
harvester, soldier 
caretaker, caretaker 
harvester, harvester 
worker, soldier 
soldier, harvester 
harvester, worker 
harvester, worker 
caretaker, worker 
harvester, worker 
soldier, caretaker 
caretaker, soldier 
worker, worker 
soldier, caretaker 
soldier, soldier 
soldier, soldier 
harvester, worker 
harvester, soldier 
caretaker, harvester 
caretaker, caretaker 
caretaker, soldier 
caretaker, worker 
harvester, harvester 
caretaker, worker 
caretaker, soldier 
worker, soldier 
harvester, caretaker 
harvester, worker 
soldier, harvester 
harvester, caretaker 
caretaker, worker 
worker, soldier 
caretaker, harvester 
caretaker, harvester 
caretaker, worker 
harvester, worker 
caretaker, harvester 
caretaker, harvester 
harvester, caretaker 
harvester, harvester 
soldier, soldier 
worker, harvester 
harvester, soldier 
soldier, harvester 
worker, harvester 
soldier, caretaker 
harvester, soldier 
harvester, soldier 
soldier, soldier 
harvester, caretaker 
worker, harvester 
worker, harvester 
worker, caretaker 
caretaker, soldier 
worker, caretaker 
worker, harvester 
harvester, soldier 
caretaker, caretaker 
soldier, worker 
harvester, caretaker 
harvester, harvester 
worker, worker 
soldier, harvester 
worker, worker 
soldier, worker 
worker, caretaker 
worker, caretaker 
caretaker, worker 
caretaker, soldier 
soldier, soldier 
worker, worker 
harvester, caretaker 
worker, caretaker 
caretaker, harvester 
caretaker, harvester 
caretaker, worker 
harvester, soldier 
caretaker, worker 
caretaker, caretaker 
soldier, worker 
caretaker, worker 
caretaker, caretaker 
caretaker, caretaker 
soldier, harvester 
caretaker, caretaker 
caretaker, worker 
worker, caretaker 
harvester, soldier 
caretaker, harvester 
harvester, caretaker 
worker, harvester 
soldier, harvester 
caretaker, soldier 
harvester, harvester 
caretaker, caretaker 
caretaker, soldier 
soldier, worker 
soldier, caretaker 
harvester, harvester 
soldier, worker 
soldier, caretaker 
harvester, soldier 
harvester, caretaker 
caretaker, harvester 
caretaker, caretaker 
worker, harvester 
caretaker, harvester 
harvester, harvester 
harvester, caretaker 
harvester, soldier 
harvester, soldier 
harvester, caretaker 
worker, harvester 
caretaker, harvester 
harvester, harvester 
worker, harvester 
worker, harvester 
harvester, worker 
caretaker, harvester 
harvester, caretaker 
harvester, harvester 
caretaker, caretaker 
worker, caretaker 
caretaker, soldier 
worker, caretaker 
harvester, harvester 
caretaker, harvester 
worker, harvester 
worker, soldier 
soldier, harvester 
caretaker, caretaker 
caretaker, soldier 
harvester, soldier 
worker, soldier 
harvester, soldier 
caretaker, soldier 
harvester, harvester 
harvester, harvester 
caretaker, harvester 
harvester, soldier 
harvester, soldier 
caretaker, caretaker 
soldier, worker 
harvester, soldier 
soldier, worker 
harvester, soldier 
caretaker, harvester 
caretaker, worker 
soldier, harvester 
soldier, worker 
caretaker, soldier 
worker, caretaker 
caretaker, soldier 
worker, soldier 
harvester, worker 
harvester, soldier 
soldier, soldier 
harvester, worker 
caretaker, harvester 
harvester, worker 
caretaker, caretaker 
soldier, harvester 
worker, soldier 
soldier, harvester 
harvester, soldier 
caretaker, harvester 
soldier, worker 
caretaker, caretaker 
soldier, worker 
worker, soldier 
caretaker, harvester 
worker, harvester 
soldier, harvester 
caretaker, soldier 
harvester, soldier 
soldier, harvester 
soldier, harvester 
worker, harvester 
worker, caretaker 
harvester, harvester 
harvester, harvester 
harvester, soldier 
soldier, soldier 
caretaker, soldier 
harvester, harvester 
worker, harvester 
harvester, harvester 
harvester, harvester 
worker, caretaker 
soldier, caretaker 
soldier, soldier 
caretaker, caretaker 
caretaker, worker 
harvester, soldier 
worker, worker 
harvester, worker 
caretaker, harvester 
worker, caretaker 
worker, worker 
caretaker, caretaker 
caretaker, caretaker 
harvester, worker 
harvester, soldier 
worker, soldier 
harvester, worker 
harvester, harvester 
worker, worker 
caretaker, harvester 
soldier, worker 
caretaker, worker 
caretaker, worker 
caretaker, soldier 
soldier, caretaker 
caretaker, caretaker 
worker, soldier 
worker, worker 
caretaker, worker 
caretaker, harvester 
soldier, harvester 
caretaker, soldier 
worker, caretaker 
harvester, worker 
soldier, harvester 
harvester, worker 
soldier, harvester 
soldier, harvester 
soldier, soldier 
harvester, harvester 
worker, caretaker 
soldier, worker 
soldier, worker 
harvester, worker 
worker, harvester 
worker, harvester 
soldier, caretaker 
caretaker, soldier 
harvester, caretaker 
worker, worker 
harvester, caretaker 
soldier, harvester 
caretaker, harvester 
soldier, soldier 
worker, harvester 
soldier, soldier 
caretaker, soldier 
soldier, harvester 
caretaker, worker 
caretaker, harvester 
worker, soldier 
worker, caretaker 
harvester, soldier 
worker, soldier 
caretaker, soldier 
caretaker, caretaker 
caretaker, caretaker 
soldier, caretaker 
soldier, harvester 
caretaker, caretaker 
worker, soldier 
caretaker, soldier 
harvester, harvester 
caretaker, harvester 
soldier, harvester 
worker, worker 
harvester, harvester 
caretaker, harvester 
harvester, harvester 
harvester, caretaker 
harvester, soldier 
harvester, caretaker 
harvester, harvester 
harvester, harvester 
harvester, caretaker 
worker, soldier 
soldier, soldier 
worker, harvester 
soldier, worker 
worker, soldier 
worker, worker 
soldier, harvester 
caretaker, caretaker 
caretaker, harvester 
harvester, harvester 
caretaker, soldier 
soldier, worker 
soldier, harvester 
soldier, caretaker 
harvester, caretaker 
soldier, harvester 
harvester, worker 
harvester, caretaker 
worker, caretaker 
caretaker, harvester 
worker, soldier 
soldier, worker 
worker, soldier 
caretaker, harvester 
caretaker, worker 
soldier, harvester 
caretaker, harvester 
soldier, caretaker 
worker, caretaker 
soldier, harvester 
harvester, soldier 
soldier, caretaker 
worker, caretaker 
harvester, soldier 
harvester, soldier 
worker, worker 
harvester, worker 
harvester, soldier 
harvester, caretaker 
soldier, worker 
worker, harvester 
worker, harvester 
harvester, harvester 
worker, soldier 
soldier, harvester 
harvester, caretaker 
caretaker, harvester 
soldier, caretaker 
harvester, caretaker 
worker, harvester 
worker, worker 
soldier, soldier 
caretaker, soldier 
worker, harvester 
soldier, harvester 
worker, harvester 
harvester, soldier 
soldier, harvester 
harvester, soldier 
harvester, worker 
worker, caretaker 
worker, caretaker 
harvester, soldier 
worker, harvester 
worker, worker 
harvester, soldier 
harvester, soldier 
harvester, soldier 
caretaker, soldier 
harvester, soldier 
harvester, caretaker 
soldier, harvester 
soldier, worker 
worker, caretaker 
caretaker, worker 
worker, harvester 
soldier, soldier 
harvester, caretaker 
harvester, harvester 
worker, soldier 
caretaker, worker 
soldier, harvester 
soldier, worker 
worker, soldier 
worker, caretaker 
harvester, harvester 
harvester, caretaker 
caretaker, worker 
worker, caretaker 
soldier, harvester 
worker, harvester 
worker, harvester 
soldier, soldier 
soldier, harvester 
caretaker, worker 
harvester, caretaker 
worker, caretaker 
worker, soldier 
soldier, harvester 
worker, soldier 
worker, harvester 
worker, harvester 
caretaker, worker 
worker, harvester 
harvester, worker 
worker, harvester 
worker, harvester 
worker, harvester 
harvester, soldier 
harvester, worker 
worker, harvester 
worker, harvester 
worker, harvester 
soldier, worker 
worker, harvester 
caretaker, harvester 
harvester, harvester 
harvester, harvester 
worker, harvester 
worker, worker 
worker, soldier 
harvester, soldier 
worker, harvester 
worker, harvester 
harvester, worker 
soldier, harvester 
harvester, harvester 
soldier, soldier 
soldier, worker 
worker, soldier 
worker, harvester 
soldier, soldier 
soldier, harvester 
caretaker, harvester 
worker, worker 
worker, soldier 
caretaker, harvester 
worker, worker 
worker, soldier 
worker, worker 
soldier, harvester 
soldier, soldier 
harvester, harvester 
soldier, worker 
worker, harvester 
harvester, soldier 
soldier, worker 
harvester, soldier 
worker, harvester 
soldier, worker 
worker, worker 
worker, worker 
soldier, worker 
caretaker, caretaker 
worker, harvester 
harvester, worker 
soldier, soldier 
harvester, worker 
worker, worker 
harvester, harvester 
soldier, soldier 
worker, harvester 
worker, soldier 
caretaker, harvester 
harvester, soldier 
worker, worker 
soldier, harvester 
harvester, caretaker 
harvester, harvester 
worker, harvester 
harvester, harvester 
soldier, caretaker 
caretaker, soldier 
harvester, worker 
worker, harvester 
worker, worker 
caretaker, harvester 
soldier, harvester 
harvester, worker 
worker, worker 
worker, soldier 
soldier, worker 
worker, soldier 
worker, soldier 
worker, soldier 
caretaker, worker 
worker, soldier 
harvester, worker 
soldier, worker 
soldier, soldier 
caretaker, worker 
soldier, soldier 
worker, soldier 
soldier, caretaker 
soldier, worker 
worker, worker 
worker, soldier 
caretaker, caretaker 
worker, harvester 
worker, soldier 
soldier, worker 
caretaker, harvester 
harvester, worker 
worker, soldier 
soldier, soldier 
caretaker, worker 
harvester, soldier 
soldier, soldier 
harvester, soldier 
harvester, harvester 
worker, soldier 
soldier, worker 
harvester, worker 
caretaker, harvester 
caretaker, worker 
worker, harvester 
harvester, worker 
worker, soldier 
harvester, soldier 
worker, worker 
worker, soldier 
harvester, caretaker 
soldier, worker 
harvester, caretaker 
worker, worker 
worker, harvester 
soldier, worker 
soldier, harvester 
caretaker, harvester 
worker, worker 
worker, soldier 
worker, worker 
caretaker, soldier 
harvester, worker 
harvester, worker 
harvester, caretaker 
worker, worker 
soldier, worker 
caretaker, worker 
worker, soldier 
caretaker, worker 
soldier, caretaker 
caretaker, harvester 
soldier, caretaker 
worker, harvester 
worker, soldier 
harvester, soldier 
worker, soldier 
worker, soldier 
soldier, soldier 
soldier, worker 
soldier, worker 
soldier, caretaker 
soldier, soldier 
harvester, caretaker 
worker, harvester 
worker, soldier 
caretaker, harvester 
soldier, harvester 
worker, caretaker 
soldier, worker 
worker, soldier 
harvester, harvester 
harvester, harvester 
caretaker, harvester 
soldier, harvester 
harvester, soldier 
soldier, caretaker 
soldier, harvester 
harvester, caretaker 
harvester, worker 
worker, soldier 
soldier, worker 
caretaker, harvester 
worker, caretaker 
worker, worker 
worker, harvester 
caretaker, worker 
worker, soldier 
worker, soldier 
worker, caretaker 
harvester, soldier 
caretaker, harvester 
soldier, harvester 
worker, caretaker 
worker, worker 
caretaker, worker 
harvester, soldier 
caretaker, soldier 
soldier, soldier 
